编码,名称,年份,季度,日期,ROE,净利润率,净利润同比增长率,资产负债率,现金流比率,市净率,市净率相对值,股价
sh.600257,大湖股份,2023,1,2023-05-29,-0.010446,-0.028931,0.44655,0.540156,0.038814,2.606238,0.5086756716082611,4.71
sh.600258,首旅酒店,2023,1,2023-05-29,0.007333,0.057077,1.383846,0.580218,0.53539,2.080004,0.15160000207342675,19.64
sh.600259,广晟有色,2023,1,2023-05-29,0.001644,0.000299,-0.97778,0.600949,-0.080581,3.454713,0.021562347378278293,35.39
sh.600261,阳光照明,2023,1,2023-05-29,0.016141,0.07765,28.345536,0.320707,-0.015761,1.367363,0.26002402317919615,3.61
sh.600262,北方股份,2023,1,2023-05-29,0.014838,0.077168,-0.091214,0.59113,0.789968,2.397511,0.32419414809669617,19.81
sh.600265,ST景谷,2023,1,2023-05-29,-0.001903,0.031855,1.774039,0.671385,-0.205835,13.748983,0.031311312873309585,16.18
sh.600266,城建发展,2023,1,2023-05-29,0.002586,0.023931,1.032648,0.814193,3.942622,0.54642,0.6261508868246133,4.89
sh.600267,海正药业,2023,1,2023-05-29,0.028335,0.078841,0.776347,0.544633,0.099383,1.842904,0.11218073496575336,12.26
sh.600268,国电南自,2023,1,2023-05-29,-0.011653,-0.001385,0.967198,0.601018,-0.47237,2.148963,0.3280670320952789,8.39
sh.600269,赣粤高速,2023,1,2023-05-29,0.02486,0.291929,0.229713,0.489494,0.390652,0.499342,0.38047127009519816,3.68
sh.600271,航天信息,2023,1,2023-05-29,0.017218,0.103479,0.671217,0.244659,-0.332422,1.744779,0.20163239077189024,13.55
sh.600272,开开实业,2023,1,2023-05-29,0.01708,0.045495,0.240452,0.483722,-0.124058,3.919914,0.20471029684125214,9.33
sh.600273,嘉化能源,2023,1,2023-05-29,0.038612,0.165641,-0.340016,0.196894,0.032408,1.277739,0.05461642823596111,9.26
sh.600276,恒瑞医药,2023,1,2023-05-29,0.032304,0.224567,0.020791,0.06667,0.038958,7.922126,0.18162124814638902,48.3
sh.600277,亿利洁能,2023,1,2023-05-29,0.000944,0.006471,-0.903967,0.435332,0.097021,0.700497,0.20191943156213119,3.35
sh.600278,东方创业,2023,1,2023-05-29,0.011691,0.013126,0.148383,0.605271,-0.011028,0.845623,0.013421455815649354,6.87
sh.600279,重庆港,2023,1,2023-05-29,-7.5e-05,0.007068,0.241353,0.445926,0.036622,0.874385,0.40670934338962217,4.19
sh.600280,中央商场,2023,1,2023-05-29,-0.032091,-0.048035,-5.272056,0.924547,0.259542,3.199456,0.2695830701200252,2.53
sh.600281,华阳新材,2023,1,2023-05-29,-0.066511,-0.328848,-11.448523,0.637028,-0.673422,5.042989,0.3263379001661631,4.08
sh.600282,南钢股份,2023,1,2023-05-29,0.014358,0.024101,-0.420163,0.595306,0.019089,0.810065,0.2163216492059787,3.46
sh.600283,钱江水利,2023,1,2023-05-29,0.026852,0.181325,0.553766,0.581651,0.149833,2.592112,0.330843231042081,16.6
sh.600284,浦东建设,2023,1,2023-05-29,0.016464,0.030704,-0.226908,0.718492,-0.485386,0.818216,0.009281623317487452,6.16
sh.600285,羚锐制药,2023,1,2023-05-29,0.054952,0.18282,0.103108,0.397417,0.103369,3.583736,0.6432697861316405,17.05
sh.600287,江苏舜天,2023,1,2023-05-29,0.008548,0.022681,0.172562,0.485524,-0.120769,1.261209,0.7255147721633091,5.04
sh.600288,大恒科技,2023,1,2023-05-29,0.008789,0.019952,1.69213,0.375094,-0.241429,2.755261,0.22486145860354964,11.61
sh.600289,ST信通,2023,1,2023-05-29,-0.035345,-1.024892,0.175097,0.322092,-1.51883,1.101033,0.0220415560576929,2.42
sh.600290,ST华仪,2023,1,2023-05-29,-10000.0,-1.275284,-0.280793,1.04455,-0.908917,-4.794846,0.2105754837644607,1.29
sh.600292,远达环保,2023,1,2023-05-29,0.005874,0.040559,0.000146,0.454852,-0.019378,0.908668,0.18492402667014718,5.94
sh.600293,三峡新材,2023,1,2023-05-29,-0.049043,-0.214993,-2.539025,0.539451,-0.204867,1.64312,0.3943178974963974,2.26
sh.600295,鄂尔多斯,2023,1,2023-05-29,0.048191,0.178188,-0.269709,0.446881,0.103334,1.35571,0.14870697634279836,14.53
sh.600297,广汇汽车,2023,1,2023-05-29,0.013524,0.019266,-0.269901,0.639503,-0.070826,0.432743,0.06412807643851055,2.06
sh.600298,安琪酵母,2023,1,2023-05-29,0.037308,0.108687,0.164832,0.428091,0.037125,3.373576,0.008087337999466837,37.41
sh.600299,安迪苏,2023,1,2023-05-29,9.9e-05,0.000455,-0.996671,0.302205,0.16676,1.44674,0.007631926385276974,8.09
sh.600300,维维股份,2023,1,2023-05-29,0.011728,0.031936,0.204681,0.349773,0.031646,1.616481,0.003525891581529588,3.09
sh.600301,南化股份,2023,1,2023-05-29,0.064237,0.23419,-0.132288,0.578764,0.08462,5.326383,0.034068638591231507,16.92
sh.600302,标准股份,2023,1,2023-05-29,-0.005002,-0.035409,0.363954,0.310989,-0.181893,1.778052,0.48607725902565685,5.12
sh.600303,ST曙光,2023,1,2023-05-29,-0.033885,-0.245328,-1.299324,0.454002,0.018559,1.409577,0.3785319045409797,4.34
sh.600305,恒顺醋业,2023,1,2023-05-29,0.032656,0.116276,-0.041105,0.217718,0.089883,5.447164,0.12324321668496621,11.1
sh.600306,ST商城,2023,1,2023-05-29,-10000.0,-1.110742,-0.536916,1.166721,-0.110815,-7.192239,0.20357771817835005,6.85
sh.600307,酒钢宏兴,2023,1,2023-05-29,0.002741,0.002949,1.817442,0.732456,-0.04109,0.874606,0.20316501169838433,1.57
sh.600308,华泰股份,2023,1,2023-05-29,0.011733,0.026844,-0.489634,0.40456,0.055305,0.608338,0.07186069151879017,3.67
sh.600309,万华化学,2023,1,2023-05-29,0.051377,0.104643,-0.205299,0.639289,0.099355,3.247318,0.014107698610723588,83.71
sh.600310,桂东电力,2023,1,2023-05-29,0.010747,0.011857,2.316279,0.782985,-0.066985,2.319673,0.3325259383153206,4.93
sh.600311,*ST荣华,2023,1,2023-05-29,-10000.0,-10000.0,-10000.0,-10000.0,10000.0,10000.0,0.0,
sh.600312,平高电气,2023,1,2023-05-29,0.016013,0.089169,2.050546,0.454105,0.019288,1.627352,0.8575104821924278,11.37
sh.600313,农发种业,2023,1,2023-05-29,0.022265,0.047861,1.028533,0.365709,0.097198,5.239545,0.28842835645415266,8.6
sh.600315,上海家化,2023,1,2023-05-29,0.031275,0.116401,0.155892,0.404545,0.230313,2.637672,0.025892803478119838,29.09
sh.600316,洪都航空,2023,1,2023-05-29,-0.001713,-0.066153,-2.82522,0.672309,-3.121005,3.19552,0.1802532592410954,23.57
sh.600318,新力金融,2023,1,2023-05-29,0.010248,0.413248,0.869318,0.512096,0.159484,3.160636,0.21463483106993045,6.3
sh.600319,亚星化学,2023,1,2023-05-29,-0.029717,-0.091383,-3.940732,0.699887,-0.121008,3.237816,0.000309184892251579,5.17
sh.600320,振华重工,2023,1,2023-05-29,0.008507,0.026793,1.766089,0.775384,-0.153436,1.304205,0.330847113782931,3.66
sh.600321,正源股份,2023,1,2023-05-29,0.009531,0.043599,1.427175,0.675963,0.244096,1.563178,0.5535479955933011,1.66
sh.600322,天房发展,2023,1,2023-05-29,-1.13421,-0.063144,0.464585,0.95945,0.133098,33.606687,0.9179091225446517,1.63
sh.600323,瀚蓝环境,2023,1,2023-05-29,0.02811,0.114373,0.931426,0.652553,-0.068384,1.41957,0.03551638634470469,19.47
sh.600325,华发股份,2023,1,2023-05-29,0.027878,0.066545,0.069071,0.740502,0.917494,1.172126,0.5999213283465243,9.78
sh.600326,西藏天路,2023,1,2023-05-29,-0.021983,-0.200562,-0.515608,0.56196,-0.001341,1.432604,0.25578291726636565,5.77
sh.600327,大东方,2023,1,2023-05-29,0.007997,0.029798,-0.609076,0.384434,0.222164,1.320161,0.2533885121807802,4.83
sh.600328,中盐化工,2023,1,2023-05-29,0.04431,0.143935,-0.057103,0.349853,0.04966,1.183114,0.07805480454202475,12.24
sh.600329,达仁堂,2023,1,2023-05-29,0.0597,0.184637,0.966822,0.362013,0.086783,6.06699,1.0,54.39
sh.600330,天通股份,2023,1,2023-05-29,0.01102,0.098224,-0.19861,0.272488,0.030563,1.634707,0.050722343627890853,10.56
sh.600331,宏达股份,2023,1,2023-05-29,0.021618,0.010832,-0.721831,0.803319,-0.08973,20.624287,0.20222519892051508,4.3
sh.600332,白云山,2023,1,2023-05-29,0.057808,0.09104,0.040977,0.516674,-0.131256,1.757995,0.3446770918488436,36.73
sh.600333,长春燃气,2023,1,2023-05-29,-0.027411,-0.085983,-3.468909,0.675115,-0.148286,1.541287,0.25432242934857885,4.97
sh.600335,国机汽车,2023,1,2023-05-29,0.00872,0.009665,6.779181,0.637762,0.141679,1.466317,0.7464443307231068,11.12
sh.600336,澳柯玛,2023,1,2023-05-29,0.012116,0.014427,-0.352022,0.639753,-0.044155,1.726404,0.002555716433680259,5.45
sh.600337,美克家居,2023,1,2023-05-29,-0.01186,-0.042903,0.515572,0.580585,-0.012489,1.152725,0.16146406854462347,3.2
sh.600338,西藏珠峰,2023,1,2023-05-29,0.001268,0.0179,-0.880911,0.376873,0.575985,4.815819,0.14757454803160458,17.91
sh.600339,中油工程,2023,1,2023-05-29,0.008113,0.01396,0.324832,0.751753,-0.619268,0.886985,0.5778286348977041,4.08
sh.600340,华夏幸福,2023,1,2023-05-29,0.071971,0.140783,-0.703268,0.931454,0.028085,0.772525,0.05254769289848077,2.2
sh.600343,航天动力,2023,1,2023-05-29,-0.006577,-0.082626,-0.136447,0.387738,-0.401408,3.446985,0.5892227830859218,9.99
sh.600345,长江通信,2023,1,2023-05-29,0.013187,0.90385,0.283553,0.114424,-0.87519,1.797031,0.5140225906639677,20.17
sh.600346,恒力石化,2023,1,2023-05-29,0.019106,0.018118,-0.759054,0.774115,0.21234,2.019875,0.03148194622422745,15.46
sh.600348,华阳股份,2023,1,2023-05-29,0.06303,0.225816,0.238104,0.547218,0.125571,1.132676,0.29611665098411644,12.91
sh.600350,山东高速,2023,1,2023-05-29,0.02026,0.23132,0.10783,0.616707,0.265524,1.174447,0.692918642553717,7.36
sh.600351,亚宝药业,2023,1,2023-05-29,0.035526,0.135577,0.549456,0.260475,0.117958,1.789093,0.2826213647249703,7.15
sh.600352,浙江龙盛,2023,1,2023-05-29,0.010648,0.102511,-0.294062,0.485731,0.405665,0.939202,0.004559674082031771,9.35
sh.600353,旭光电子,2023,1,2023-05-29,0.010937,0.072168,0.161594,0.328487,-0.3598,4.104629,0.45293267445285756,8.3
sh.600354,敦煌种业,2023,1,2023-05-29,0.037818,0.169204,0.936077,0.608967,0.089428,5.207013,0.4234405339094108,6.56
sh.600355,精伦电子,2023,1,2023-05-29,-0.056706,-0.455846,-0.597917,0.355199,0.472347,7.718852,0.7476027733049035,3.23
sh.600356,恒丰纸业,2023,1,2023-05-29,0.010414,0.040535,0.099802,0.189269,-0.03932,0.937053,0.30684071766874316,7.61
sh.600358,国旅联合,2023,1,2023-05-29,-0.006201,-0.00916,-1.131271,0.600743,0.313034,14.127507,0.47048511929947706,5.13
sh.600359,新农开发,2023,1,2023-05-29,0.080304,0.266157,0.008732,0.670891,0.163178,4.555492,0.006554839831659331,7.43
sh.600360,华微电子,2023,1,2023-05-29,0.001607,0.013147,-0.790898,0.540021,0.022054,2.072375,0.19510658782572152,7.01
sh.600361,创新新材,2023,1,2023-05-29,0.03299,0.016113,-0.313151,0.543345,-0.00767,2.384662,0.108409649682052,4.88
sh.600362,江西铜业,2023,1,2023-05-29,0.023328,0.013814,0.137916,0.549919,-0.03135,0.833432,0.10013878202032973,18.52
sh.600363,联创光电,2023,1,2023-05-29,0.025372,0.138966,0.436012,0.402374,-0.219182,4.120325,0.5168707365769653,34.1
sh.600365,ST通葡,2023,1,2023-05-29,-0.027232,-0.040735,-1.173619,0.593793,-0.256783,4.208477,0.5657985512245602,3.28
sh.600366,宁波韵升,2023,1,2023-05-29,0.003081,0.013522,-0.738177,0.369411,-0.012049,1.422698,0.05961552589222934,7.88
sh.600367,红星发展,2023,1,2023-05-29,-0.003702,-0.012207,-1.058075,0.313145,0.016921,2.247424,0.21122072479188075,13.26
sh.600368,五洲交通,2023,1,2023-05-29,0.034135,0.536988,0.098778,0.403984,0.983942,0.795519,0.2733675571976695,4.17
sh.600369,西南证券,2023,1,2023-05-29,0.008995,0.306696,2.528953,0.708505,-0.868771,0.98576,0.05393519002151984,3.74
sh.600370,三房巷,2023,1,2023-05-29,0.014562,0.020592,-0.735864,0.554392,-0.074445,1.569918,0.0007027990380252725,2.76
sh.600371,万向德农,2023,1,2023-05-29,0.058493,0.449401,-0.174967,0.270115,-0.151329,5.581381,0.005906479974474777,11.59
sh.600372,中航电子,2023,1,2023-05-29,0.017136,0.088814,0.053488,0.549403,-0.394913,5.425585,0.7287297571340581,15.02
sh.600373,中文传媒,2023,1,2023-05-29,0.024179,0.171904,0.092487,0.419263,-0.304832,1.192161,0.5881928157094364,15.76
sh.600375,汉马科技,2023,1,2023-05-29,-0.309549,-0.077004,0.717385,0.978161,-0.372319,39.041041,0.9428240472126851,7.54
sh.600376,首开股份,2023,1,2023-05-29,-0.035713,-0.263796,-1.863728,0.777,0.40078,0.42356,0.02735696714085419,3.9
sh.600377,宁沪高速,2023,1,2023-05-29,0.037732,0.35063,0.516509,0.508258,0.447243,1.459558,0.3670240891172674,9.59
sh.600378,昊华科技,2023,1,2023-05-29,0.027372,0.110615,0.02307,0.431206,-0.024172,4.112838,0.40365969240937666,38.11
sh.600379,宝光股份,2023,1,2023-05-29,0.014245,0.031592,0.674759,0.520429,-0.30185,5.023136,0.29217746707685066,10.03
sh.600380,健康元,2023,1,2023-05-29,0.034942,0.192698,0.01874,0.382542,0.054416,1.99197,0.17619262126066684,13.8
sh.600381,青海春天,2023,1,2023-05-29,-0.018912,-0.494007,-0.181048,0.032302,-0.491376,3.126124,0.4575463632899861,8.01
sh.600382,ST广珠,2023,1,2023-05-29,0.020973,0.45419,0.330229,0.122328,-0.120549,1.118871,0.9760021072111197,5.3
sh.600383,金地集团,2023,1,2023-05-29,0.007775,0.015349,-0.665542,0.725584,-0.318817,0.498114,0.012521748936718596,7.21
sh.600386,北巴传媒,2023,1,2023-05-29,-0.003893,-0.004358,-1.305924,0.550161,-0.014163,1.797797,0.4245463881874436,4.08
sh.600387,海越能源,2023,1,2023-05-29,0.005377,0.02774,-0.130787,0.221816,-0.316711,0.788225,0.19600529613124065,5.27
sh.600388,ST龙净,2023,1,2023-05-29,0.024575,0.075249,0.026086,0.694542,-0.080874,2.380851,0.6579218599776782,16.32
sh.600389,江山股份,2023,1,2023-05-29,0.036511,0.091392,-0.810329,0.43573,0.071572,2.737832,0.03599902271539502,31.0
sh.600390,五矿资本,2023,1,2023-05-29,0.019505,6.189501,0.228838,0.627429,-12.331682,0.60859,0.19404471641886178,5.61
sh.600391,航发科技,2023,1,2023-05-29,-0.007039,-0.00294,0.87431,0.675113,-0.402023,4.718001,0.35163822236917486,22.04
sh.600392,盛和资源,2023,1,2023-05-29,0.008207,0.018516,-0.87659,0.344959,-0.031245,2.332548,0.03822589343912437,12.79
sh.600393,粤泰股份,2023,1,2023-05-29,-0.032926,-0.590029,-0.22563,0.74958,0.078282,0.497762,0.026230924106055965,0.55
sh.600395,盘江股份,2023,1,2023-05-29,0.029686,0.126498,-0.303762,0.582539,0.210044,1.183811,0.0027767716331714076,6.67
sh.600396,金山股份,2023,1,2023-05-29,-10000.0,-0.142872,0.437051,1.130052,-0.342266,-1.617328,0.3880569455391869,2.24
sh.600397,安源煤业,2023,1,2023-05-29,0.092683,0.035187,1.372389,0.939568,0.044226,4.349502,0.302506254685414,2.84
sh.600398,海澜之家,2023,1,2023-05-29,0.053548,0.139824,0.122929,0.51982,0.252971,2.035264,0.5381191929485999,7.0
sh.600399,抚顺特钢,2023,1,2023-05-29,0.009898,0.029983,-0.294904,0.481168,-0.342032,3.286482,0.1926573410928965,10.19
sh.600400,红豆股份,2023,1,2023-05-29,0.010454,0.047625,0.008088,0.339057,0.01127,2.44655,0.21199105815924138,3.22
sh.600403,大有能源,2023,1,2023-05-29,0.03876,0.187425,0.246808,0.607392,0.233009,1.215362,0.18665556251066104,4.21
sh.600405,动力源,2023,1,2023-05-29,-0.053672,-0.276952,-1.417868,0.666536,0.026586,3.922686,0.5144779124911772,5.92
sh.600406,国电南瑞,2023,1,2023-05-29,0.012286,0.085774,0.356867,0.377904,-0.327342,4.170425,0.3205264352421328,26.86
sh.600408,安泰集团,2023,1,2023-05-29,-0.050085,-0.046677,-3.407611,0.539433,0.046388,0.948753,0.09536571156188758,2.26
sh.600409,三友化工,2023,1,2023-05-29,-0.007355,0.000994,-0.981778,0.464135,0.010024,0.854896,0.022093596130354706,5.46
sh.600410,华胜天成,2023,1,2023-05-29,0.01361,0.067242,1.452289,0.408501,0.316796,1.814371,0.21688654709927457,7.51
sh.600415,小商品城,2023,1,2023-05-29,0.076863,0.575764,0.821356,0.484746,-0.146454,2.666994,0.6060720378450744,8.04
sh.600416,湘电股份,2023,1,2023-05-29,0.014634,0.087269,0.62752,0.479115,-0.053026,3.095428,0.009797626658419909,16.43
sh.600418,江淮汽车,2023,1,2023-05-29,0.010795,0.012513,1.406148,0.715213,0.167504,1.826141,0.40190963402254537,11.52
sh.600419,天润乳业,2023,1,2023-05-29,0.023531,0.090404,0.548596,0.337741,0.093521,2.519347,0.5225487074493538,18.6
sh.600420,国药现代,2023,1,2023-05-29,0.017241,0.08026,1.015431,0.3445,0.078884,1.514547,0.7901799319861317,12.14
sh.600421,华嵘控股,2023,1,2023-05-29,-0.08284,-0.069294,0.258934,0.638561,-0.091207,112.820892,0.6846954034715749,11.13
sh.600422,昆药集团,2023,1,2023-05-29,0.025954,0.070266,0.147962,0.429996,-0.291557,3.583133,1.0,24.17
sh.600423,柳化股份,2023,1,2023-05-29,0.004617,0.068625,-0.393897,0.167036,0.419816,5.704438,0.2933511518298448,3.13
sh.600425,青松建化,2023,1,2023-05-29,0.001265,0.013392,2.620367,0.313213,-0.063018,1.2779,0.40743457943486827,4.73
sh.600426,华鲁恒升,2023,1,2023-05-29,0.028596,0.128866,-0.678806,0.224765,0.132226,2.27526,0.10783984932096197,29.73
sh.600428,中远海特,2023,1,2023-05-29,0.035802,0.131183,0.228135,0.58449,0.182899,1.283952,0.43012266475341904,6.6
sh.600429,三元股份,2023,1,2023-05-29,0.008366,0.005549,-0.608351,0.580948,-0.081905,1.417024,0.23096252419140445,4.68
sh.600433,冠豪高新,2023,1,2023-05-29,0.001499,0.00215,-0.950689,0.288923,-0.359407,1.226908,0.06395189067339417,3.52
sh.600435,北方导航,2023,1,2023-05-29,0.009684,0.051255,-0.263929,0.483149,0.018807,6.301327,0.36889297869257437,10.88
sh.600436,片仔癀,2023,1,2023-05-29,0.065667,0.302969,0.130583,0.161703,0.24127,15.353814,0.12180576221397899,308.24
sh.600438,通威股份,2023,1,2023-05-29,0.132146,0.329224,0.879802,0.482187,0.067544,2.516776,0.0061637229287817554,37.69
sh.600439,瑞贝卡,2023,1,2023-05-29,0.001403,0.013603,-0.678316,0.453661,0.176352,1.017584,0.18540566155855306,2.53
sh.600444,国机通用,2023,1,2023-05-29,0.014601,0.075472,0.057706,0.392716,-0.213608,2.866182,0.3084937628683843,13.12
sh.600446,金证股份,2023,1,2023-05-29,-0.015815,-0.065169,-0.533096,0.406941,-0.19545,3.527165,0.13928434813499113,13.76
sh.600448,华纺股份,2023,1,2023-05-29,0.000877,0.002068,-0.256193,0.655728,0.18026,1.464897,0.2831505444779013,2.94
sh.600449,宁夏建材,2023,1,2023-05-29,0.000917,0.00458,-0.730901,0.269509,-0.408618,1.044143,0.3185947680713856,15.39
sh.600452,涪陵电力,2023,1,2023-05-29,0.024748,0.139795,-0.384849,0.333009,0.23864,3.853864,0.3396161604589217,19.93
sh.600455,博通股份,2023,1,2023-05-29,0.001951,0.004463,-0.753883,0.606304,-0.675599,5.733748,0.10527957907819344,22.13
sh.600456,宝钛股份,2023,1,2023-05-29,0.021841,0.087092,-0.235558,0.469091,-0.007993,2.53561,0.02616271444833886,33.6
sh.600458,时代新材,2023,1,2023-05-29,0.01939,0.021331,0.025367,0.63154,-0.166849,1.578356,0.3742282940189927,11.11
sh.600459,贵研铂业,2023,1,2023-05-29,0.026147,0.016234,-0.146242,0.493677,-0.057821,1.868534,0.008102534389002693,15.04
sh.600460,士兰微,2023,1,2023-05-29,0.028187,0.103756,-0.196249,0.513269,-0.113935,5.977968,0.033722434930827,32.85
sh.600461,洪城环境,2023,1,2023-05-29,0.040119,0.15066,0.047919,0.626929,0.1518,1.279892,0.29324993655955434,8.36
sh.600462,ST九有,2023,1,2023-05-29,-0.308109,-0.286354,0.414682,0.942327,0.22253,43.840983,0.31962831625814775,2.1
sh.600463,空港股份,2023,1,2023-05-29,-0.034554,-0.396288,-6.8763,0.547446,-0.140919,2.112561,0.5143392066422311,8.08
sh.600466,蓝光发展,2023,1,2023-05-29,-10000.0,-0.159001,-1.39036,1.16424,-0.011795,-0.049503,0.17802274607033466,0.4
sh.600467,好当家,2023,1,2023-05-29,0.002243,0.03096,-0.019836,0.530876,0.091743,1.060407,0.07172663402171599,2.44
sh.600468,百利电气,2023,1,2023-05-29,0.01469,0.063235,0.019899,0.427631,-0.128018,2.725143,0.26293195432672556,5.0
sh.600469,风神股份,2023,1,2023-05-29,0.017201,0.040127,2.236239,0.564117,0.078733,1.366288,0.45653217502413623,5.6
sh.600470,六国化工,2023,1,2023-05-29,0.008116,0.015316,-0.70884,0.725915,-0.213995,1.480676,0.13462419682048946,5.16
sh.600475,华光环能,2023,1,2023-05-29,0.027965,0.114689,0.00066,0.566267,-0.032791,1.319554,0.5241083439861323,11.2
sh.600476,湘邮科技,2023,1,2023-05-29,-0.019192,-0.024639,0.831688,0.804593,-0.234168,20.69254,0.7216313294749147,15.89
sh.600477,杭萧钢构,2023,1,2023-05-29,0.012481,0.035336,0.325011,0.610592,-0.134566,1.884756,0.22160076568762346,4.09
sh.600478,科力远,2023,1,2023-05-29,0.010519,0.018037,-0.277449,0.613027,-0.28719,4.292028,0.43922408178438344,7.26
sh.600479,千金药业,2023,1,2023-05-29,0.019601,0.0591,0.111528,0.365259,-0.202083,2.656505,0.7134239397690468,13.99
sh.600480,凌云股份,2023,1,2023-05-29,0.012948,0.035228,-0.205593,0.524137,-0.061649,1.100306,0.10964302841754477,7.66
sh.600481,双良节能,2023,1,2023-05-29,0.070802,0.09817,2.952121,0.697584,-0.110238,3.337556,0.11402744273114998,13.1
sh.600482,中国动力,2023,1,2023-05-29,0.000952,0.005059,-0.486972,0.487848,0.02819,1.135687,0.3509127522366865,18.66
sh.600483,福能股份,2023,1,2023-05-29,0.026279,0.221449,-0.105648,0.482166,0.26929,1.25458,0.22854073344304002,13.04
sh.600486,扬农化工,2023,1,2023-05-29,0.084617,0.167673,-0.165811,0.38966,0.338017,2.922938,0.0043853831601091894,87.65
sh.600487,亨通光电,2023,1,2023-05-29,0.016634,0.036195,0.126296,0.544096,-0.02513,1.511137,0.2554162041427028,14.58
sh.600488,津药药业,2023,1,2023-05-29,0.022437,0.087513,3.291714,0.419599,0.184303,2.096992,0.881122609216607,5.82
